"","Gene_name","NB.D1_logFC","NB.D1_logCPM","NB.D1_LR","NB.D1_PValue","NB.D1_FDR"
"ENSMUSG00000037887","Gm35106",-1.5422857856636,4.7039656455013,53.7400836194834,2.28846350985285e-13,5.73115065756246e-11
"ENSMUSG00000037892","Gm19024",1.1908484038985,2.61380455022515,25.9032738114568,3.58959845612116e-07,3.1134951291849e-05
"ENSMUSG00000037940","Edc3",1.49135975081014,3.36412782544536,45.7700652510173,1.32980210436862e-11,2.34111002156222e-09
"ENSMUSG00000038059","Gm7559",-1.51286101806335,2.69517047087047,28.4172618881257,9.77894810957592e-08,9.65997090757607e-06
"ENSMUSG00000038224","Gm28306",-1.65296887276168,1.23978750145723,27.8760009538575,1.29344161948201e-07,1.20739229795661e-05
"ENSMUSG00000038526","Gm20045",1.02449843103981,8.42800112479624,22.4582902409645,2.14756581493944e-06,0.000141954898719101
"ENSMUSG00000038567","B230398E01Rik",-2.09616257822802,-0.742354978079008,12.3023857984333,0.000452379665008317,0.0135645241543219
"ENSMUSG00000000632","Gm22321",-1.20137912417045,2.68606016875962,10.2314229910661,0.00138068104798724,0.0316772770506596
"ENSMUSG00000038811","Mc2r",-1.05107393153428,3.11373823479617,9.54106675081003,0.00200924931697981,0.0421302619165306
"ENSMUSG00000038932","Gm6032",1.52575330038406,0.103067134515356,16.0737484106896,6.09227484631931e-05,0.00264211558640009
"ENSMUSG00000007888","Snord118",-1.1085317266878,4.64203336517564,13.703398571031,0.000214066753139104,0.00737659096427599
"ENSMUSG00000039004","Rpl36",1.76839160759078,4.75230948233639,67.2039067897877,2.44828476730146e-16,9.89385260167893e-14
"ENSMUSG00000039013","Esp8",1.77067002372664,1.54739566396455,28.1871674691262,1.10132330015295e-07,1.05282954838815e-05
"ENSMUSG00000039037","2310015A16Rik",-1.70333870969116,-0.0223091697728233,13.9997689863204,0.000182833095024412,0.00646280553697575
"ENSMUSG00000007944","Gm44387",-2.12549867193647,-0.298420113411077,14.7985029579922,0.000119630432705254,0.00462423635637417
"ENSMUSG00000039194","Gm43320",1.07996774440794,10.2160251922026,19.3763620337224,1.07327334970313e-05,0.000594513190999106
"ENSMUSG00000039202","P4ha1",1.32201822441546,9.36456356893321,36.8328231741007,1.28705041706187e-09,1.76038795890593e-07
"ENSMUSG00000039278","Gm37235",-1.18838710436583,3.50077056937961,13.5604777787963,0.000230998289374736,0.00783851256368738
"ENSMUSG00000039313","Gm12531",2.36416744714705,1.20878290403756,41.8439012910306,9.88586416679129e-11,1.5980050068156e-08
"ENSMUSG00000039661","Spef2",-1.84494761825825,3.10983530720163,22.1098470074247,2.57485563837076e-06,0.000166485484021347
"ENSMUSG00000039714","Ifnlr1",-1.4484075411489,4.29605475535352,16.330605022171,5.31978135269649e-05,0.00234717201568973
"ENSMUSG00000040152","Gm45837",1.27551553550135,7.65273074410223,32.5477897710122,1.16297316398795e-08,1.37858838859132e-06
"ENSMUSG00000040181","Gm13203",1.07281684901837,2.87878978283952,16.8037720816084,4.1450826598111e-05,0.00188983884036157
"ENSMUSG00000040364","Gm16006",1.84293426741913,-0.313240270085959,12.1694891899406,0.000485776078335399,0.0143481469250527
"ENSMUSG00000040413","Fbf1",-1.96984908407662,-0.349923090203338,15.7450069912617,7.24789856085913e-05,0.00306116114752105
"ENSMUSG00000040489","Gm36961",-3.04656205673775,2.20070729713366,96.4531170739564,9.13823172766715e-23,7.06464775433259e-20
"ENSMUSG00000040554","Gm49477",-1.12474140290427,6.42264238511174,20.99936027916,4.59436752196146e-06,0.000279768660643825
"ENSMUSG00000040569","Gm16000",-1.07614092498372,7.68995906064081,24.8689633572196,6.13624304920935e-07,4.93703790307654e-05
"ENSMUSG00000040770","Gm44610",2.15198536394122,-0.143983511218895,24.2213471107085,8.58751594900232e-07,6.41574038189959e-05
"ENSMUSG00000040867","Lrriq3",-1.22193220097836,1.97450901078172,9.29663645485084,0.00229574973359857,0.0469100593881952
"ENSMUSG00000041329","Vit",-2.02107218395815,9.15311524654598,63.1879828834805,1.87891190779345e-15,6.81814951683171e-13
"ENSMUSG00000041460","Gm8858",-1.02294791078572,5.33774182703653,13.1391485517464,0.000289189245791713,0.00937698192578959
"ENSMUSG00000041534","Gm16412",-1.11325105003982,8.89881174104137,17.6306168922411,2.68235081180222e-05,0.00129254416760583
"ENSMUSG00000041698","Parp4",2.27678199413652,-0.681589796845005,21.70540012922,3.17895141488101e-06,0.000202598333720428
"ENSMUSG00000041974","Gm19291",-1.04007165603653,3.53246278152079,25.1574345730926,5.28355715335915e-07,4.32935160110041e-05
"ENSMUSG00000042671","Gm44268",-1.07632183857866,3.0118386396495,9.26208672983894,0.00233946313453813,0.0473242252505375
"ENSMUSG00000042684","Cby2",-2.75468624952911,4.98781017424799,149.063621256996,2.77737153770816e-34,9.87688866239776e-31
"ENSMUSG00000042873","Efcab8",-1.05768600876491,2.64046123651973,10.8084443720078,0.00101038166994098,0.0249176095328996
"ENSMUSG00000042985","Gm4775",-1.17561461160469,5.10961642585152,30.8128012416197,2.84157170502936e-08,3.06218099921982e-06
"ENSMUSG00000043388","4930470B04Rik",-1.39937606918569,2.13958306356367,11.0434877356287,0.000889992708066353,0.0226718629543378
"ENSMUSG00000043439","Mageb2",-1.57215103480214,3.92240720407368,14.0595858447721,0.000177108789279493,0.00632363731361178
"ENSMUSG00000043557","Gm43524",-1.12944057921894,2.00975030116064,10.2188775244477,0.0013901042768848,0.0318523764784647
"ENSMUSG00000043613","Numb",-3.35352943264638,2.34390827623704,51.2209576502117,8.25327765863937e-13,1.90586402660086e-10
"ENSMUSG00000043631","Klhl31",1.70139865073067,-0.0767636422577902,12.1819628386647,0.000482538415164359,0.0143225905437725
"ENSMUSG00000043843","Gm19572",-1.5923923389467,2.47610854559968,12.1901024109816,0.000480437456654436,0.014285381967847
"ENSMUSG00000043850","Dmrtc1a",-1.57613450038982,-0.24321163646866,9.8946523848721,0.00165759759985082,0.0364774046076081
"ENSMUSG00000044375","Drd3",-1.89900633820436,5.24772639591003,43.2432738717289,4.83396584435566e-11,8.03296697929795e-09
"ENSMUSG00000045036","Gm6491",1.92195577521047,1.69068827902817,47.1203536889386,6.67588158631246e-12,1.26280692006619e-09
"ENSMUSG00000045064","Armh1",1.09114374018608,3.46040722246493,24.8515118737578,6.19204627000932e-07,4.9410793858317e-05
"ENSMUSG00000045215","Gm49455",-1.36899183955844,-0.161586009747215,10.6574786018418,0.00109626735555111,0.0265135968613687
"ENSMUSG00000045246","Gm3776",-1.96135884466449,2.77605517212012,44.1105475967748,3.10344145447294e-11,5.20587665113051e-09
"ENSMUSG00000045318","Sult6b1",2.07509160997187,5.0351595813175,91.1584200951772,1.32617907403804e-21,9.82532921477935e-19
"ENSMUSG00000010797","Gm26149",-1.01504832375387,1.77527044727021,10.5788146857416,0.0011439097996204,0.0272652280791558
"ENSMUSG00000045404","Gm13205",1.08986498933385,0.95192175667314,11.0689039254482,0.000877875606376237,0.0224597210891739
"ENSMUSG00000045532","Gm14848",-1.64050303377677,2.41583009649425,13.1573296150991,0.000286396744014825,0.00930972670078173
"ENSMUSG00000045534","Gm9050",-1.83885604477377,1.23501619370873,16.9568933942732,3.82382220272979e-05,0.00176600993731788
"ENSMUSG00000045625","Arid2",1.16566836674677,4.06955996105046,36.3664624129619,1.6349241065956e-09,2.20231708631639e-07
"ENSMUSG00000011171","Mir669a-3",1.19126672753087,4.10426388339542,21.5371883645067,3.47033283501223e-06,0.000220378529069116
"ENSMUSG00000045994","Gm40319",-1.22256046788232,2.03035479233262,10.2153939636452,0.00139273240244018,0.0318715249006291
"ENSMUSG00000046182","C230031I18Rik",1.10611851326314,1.38058872567028,9.9306933343597,0.00162545295867553,0.0359927510064876
"ENSMUSG00000046593","B230312C02Rik",-1.26849578960501,1.33754105792077,11.9504752555299,0.000546334430141078,0.0157417223373076
"ENSMUSG00000000792","Gm25606",1.17401295419071,3.76677634696972,25.7046809175199,3.97860865578757e-07,3.43415730624071e-05
"ENSMUSG00000000794","Gm24200",-1.34413556607063,1.8430117720907,10.0421787819481,0.00152996136845239,0.0344793955544386
"ENSMUSG00000047261","Gm17501",-1.35295796852607,1.98520307786781,11.2441799187938,0.000798730760064174,0.0208856347716192
"ENSMUSG00000047798","Pllp",2.22554887263723,-0.408149563501868,25.4569681961154,4.52360822864811e-07,3.77625717904188e-05
"ENSMUSG00000047842","Mfsd1",-1.0682831881685,3.75401385957995,13.5132183693043,0.000236888924610147,0.00802308946379624
"ENSMUSG00000047986","Lgals1",1.50245606189676,0.46057445536422,11.7158775836554,0.000619690801360874,0.0172167533421839
"ENSMUSG00000048108","Adgrl1",1.93050998678539,7.28295517583619,83.871589127766,5.27978612400983e-20,3.23723714037996e-17
"ENSMUSG00000048142","Gm14940",1.04993357419786,4.20022356278995,21.3775710578701,3.77157630659809e-06,0.000235004416864405
"ENSMUSG00000048337","Gm8303",-3.8431655490412,0.132380269305,47.4628213293475,5.60570978142992e-12,1.08342527851745e-09
"ENSMUSG00000013367","Gm24903",-1.09621518579473,2.13068982804909,9.58273755560468,0.00196415322663434,0.0414781573904813
"ENSMUSG00000048387","Gm15107",1.68893297470602,-0.420492894854396,14.5072296875952,0.000139622669345317,0.00520467648559555
"ENSMUSG00000048416","Cryl1",-1.51557829699821,2.12705353638323,24.5247250404285,7.33623669338236e-07,5.69631548668261e-05
"ENSMUSG00000048458","Gm37278",-1.20306282198396,3.11812496690135,25.4666998136576,4.50084762806933e-07,3.77625717904188e-05
"ENSMUSG00000048482","1700042D02Rik",1.03788927960455,2.08120765113099,11.8125487578144,0.000588328381489261,0.0166577499223894
"ENSMUSG00000048616","Gm12540",-1.06599449208036,4.70004639044432,24.587663893669,7.1004833004336e-07,5.53744270021973e-05
"ENSMUSG00000049001","Olfr556",-1.13276846657243,3.42433532140673,9.56502009056381,0.00198320029228784,0.0417566858497147
"ENSMUSG00000049265","Gm15740",-1.52711933600431,0.980045177732446,11.7834626602379,0.000597592228870986,0.0167335234985118
"ENSMUSG00000049353","Washc4",-1.1411761585097,3.80691075665382,18.9588839252638,1.33565896761477e-05,0.000711058446202343
"ENSMUSG00000049612","Gm36201",1.25059864153601,2.43171499428607,18.1614228988603,2.02948422472945e-05,0.00101039341733207
"ENSMUSG00000049723","Iqschfp",-2.11339435447175,0.619186711896231,37.1089419269426,1.11710275957533e-09,1.5518128256257e-07
"ENSMUSG00000049928","Ints14",-1.09527313295247,2.83202948826717,10.982803111697,0.000919612295022009,0.0232267417866283
"ENSMUSG00000049939","Lpo",-1.14996412569255,2.22580312664724,10.3616352788717,0.00128661184041008,0.029983283269111
"ENSMUSG00000050370","Gm14885",-1.90048405079418,2.18098189955986,23.9455158751584,9.91008427487207e-07,7.25149006137861e-05
"ENSMUSG00000014351","Mir132",1.39359075569924,3.92486017578232,24.2332670270025,8.53453270894171e-07,6.40306017289842e-05
"ENSMUSG00000050663","Plcz1",2.36778808216376,4.49808865244653,104.145134710647,1.88025814697364e-24,1.96663941831402e-21
"ENSMUSG00000050711","Dffa",-1.18787285836463,3.40674671095171,9.99781206135865,0.00156726320554166,0.0351418752304367
"ENSMUSG00000014361","Mir6516",1.12181976045533,5.55652076798921,50.1953707435483,1.39175750718442e-12,3.09335502940578e-10
"ENSMUSG00000051041","Gm48961",1.17418105628879,4.69676566036692,33.3721452405987,7.61062386957753e-09,9.52989457922239e-07
"ENSMUSG00000051111","Gm4814",1.61982677104379,3.37342488376586,42.6556140899692,6.52768098701105e-11,1.07471014472263e-08
"ENSMUSG00000051146","Tfap2e",-1.29572667165237,1.4894223893752,11.9545818119357,0.000545131613408837,0.0157353656136729
"ENSMUSG00000051225","Gm5814",-1.48429998343215,5.82929950187366,15.2730195291488,9.30359394964877e-05,0.00369257151827466
"ENSMUSG00000051243","Cacnb1",1.09607434374528,3.27389296041494,11.7901142631266,0.000595460802775004,0.0167003586174913
"ENSMUSG00000051331","Pxmp2",1.29076043415396,3.22142015302322,37.1472445771175,1.09537416862729e-09,1.53361008601274e-07
"ENSMUSG00000051435","Tmem169",-1.81312650167546,1.56734892188228,24.8107782543841,6.32428485702612e-07,5.02018343940989e-05
"ENSMUSG00000051497","Gm44159",1.41809544309427,1.82847585952295,9.92002348269334,0.00163490295825458,0.0361569769909511
"ENSMUSG00000051728","Teddm3",2.23437094908298,1.9548056580615,45.541858129711,1.49411461315605e-11,2.60459332711056e-09
"ENSMUSG00000051860","Olfr1265",-1.32972677471952,3.83101079385272,23.5048204692835,1.24601188123123e-06,8.82682759369423e-05
"ENSMUSG00000052026","Gm37787",1.2265476123305,1.53292977111743,10.5098585094815,0.00118739346827151,0.0281132400257467
"ENSMUSG00000052396","Gm44033",-2.67789823796146,-0.446079436069977,24.2955774079565,8.26285609309813e-07,6.22550187251601e-05
"ENSMUSG00000052613","Pcbp3",-1.18545388410002,3.36394075117134,17.0040555910249,3.73000610884382e-05,0.00172716767243104
"ENSMUSG00000052726","Gm37018",1.57285223874883,1.25164982757513,22.3651329852301,2.25429689260463e-06,0.000146826567939205
"ENSMUSG00000052783","Pdcl2",1.14759035698176,2.38052321579056,20.1148180386784,7.29294506855688e-06,0.000421025507350682
"ENSMUSG00000052819","Gm44074",1.10993188303241,5.11957094181222,9.33640070110158,0.00224646316026123,0.0463391664183352
"ENSMUSG00000052861","Dvl1",2.17234219011886,0.903080020664412,47.7046706729396,4.95509705869687e-12,9.78962008896546e-10
"ENSMUSG00000053113","Vmn1r36",-2.0900904006967,4.13942551732966,89.7473420727146,2.70601621720638e-21,1.92462697432587e-18
"ENSMUSG00000015001","Gm24306",1.1419648729299,1.00796967176244,10.2975609027096,0.00133206161208336,0.0307675766513544
"ENSMUSG00000053375","Gm15178",2.54728295306049,1.25646581708937,61.4306465351649,4.58616202473422e-15,1.56820282618844e-12
"ENSMUSG00000053957","Gm11475",-1.79229669982567,-0.212855875363078,18.2686823937795,1.9183518994598e-05,0.000963565398991378
"ENSMUSG00000054003","Rpl10l",1.30761586474131,2.82947397649656,28.7053181500696,8.4271989107829e-08,8.41820358610285e-06
"ENSMUSG00000054013","Gm29243",-2.26469066892748,2.12815380521623,52.3469248832,4.65126345840999e-13,1.117623183162e-10
"ENSMUSG00000054046","Gm27216",2.59617267834522,0.920370007383824,9.13069465999385,0.00251356262454406,0.0497762070379649
"ENSMUSG00000054106","Slamf6",-8.75054218051415,-0.57993380119077,75.4311324083513,3.78376681292674e-18,1.86886549168473e-15
"ENSMUSG00000054161","Gm17409",1.01485905889207,2.75581034500259,9.73503153626841,0.00180788913011165,0.0389741426685179
"ENSMUSG00000054206","Rln3",1.50130955587732,3.62309779332177,33.2224631150169,8.21955117815468e-09,1.02145309464313e-06
"ENSMUSG00000054434","Lmo2",-1.01605514003458,2.65320521103398,19.1198322737851,1.22762587219423e-05,0.000667535646283965
"ENSMUSG00000054843","Dnttip2",1.27995856965243,6.83005486447778,56.6828725174159,5.12076268992515e-14,1.46858518370256e-11
"ENSMUSG00000054976","Gm8228",1.63045757507162,2.98035927537411,38.9285630791938,4.39601194022059e-10,6.51379069242187e-08
"ENSMUSG00000055026","Gm38336",-1.07560592775064,1.2089270161935,10.7283520248112,0.00105506368344681,0.0257693507628678
"ENSMUSG00000055471","Gm14169",-1.37000553051864,0.963040243435502,11.3047744909428,0.000773080373571611,0.020364654996262
"ENSMUSG00000055489","Spink8",1.00877795410128,1.4979924624194,10.6573890454323,0.00109632043764754,0.0265135968613687
"ENSMUSG00000015451","Mir7228",-1.90378384234266,4.23251120539494,56.6115799749834,5.30982274643335e-14,1.49863425800526e-11
"ENSMUSG00000055865","Slc35f2",1.52900406746044,5.24405919991702,46.9105668656963,7.43010196761702e-12,1.37619419881457e-09
"ENSMUSG00000056025","Gm14342",1.52540207137271,0.481646235637017,18.1906381039179,1.99858846139481e-05,0.000998227568316323
"ENSMUSG00000056089","Gm20752",1.08596058794376,2.17095972798417,16.1414915125846,5.87820386363997e-05,0.00256177311027898
"ENSMUSG00000056596","Gm17129",-1.74988524187127,5.7781083041276,57.4887994827665,3.39909411664263e-14,1.00732154146704e-11
"ENSMUSG00000057880","Gm15020",1.017848686435,6.72919663926519,27.336396548419,1.70962937553539e-07,1.55891897058435e-05
"ENSMUSG00000057897","Gm15023",-1.06774834392915,3.98598626808951,16.7658472066561,4.22876007577576e-05,0.00191815262518798
"ENSMUSG00000058392","Gm47075",-1.10699248810755,4.69849211092779,22.3991139972889,2.21476158788829e-06,0.00014531614684222
"ENSMUSG00000058498","Gm19104",-1.40593106114878,4.01519273997448,16.7330415155536,4.30251124781668e-05,0.00194664001265721
"ENSMUSG00000058571","Rpl21-ps10",1.14394081246743,2.84866043052799,23.278751667763,1.40139699523189e-06,9.81033069772374e-05
"ENSMUSG00000058831","Gm18507",1.47508672534234,3.97126238438952,14.0634180115071,0.000176748275111686,0.00632363731361178
"ENSMUSG00000058952","Olfr531",-3.51962983670141,2.95575414608138,71.2914273447015,3.08171870302755e-17,1.33648878679348e-14
"ENSMUSG00000059901","Rp31-ps19",-2.19274612829476,-0.842899298759243,12.7778504631856,0.000350747738772315,0.0110188083800539
"ENSMUSG00000059991","Gm42662",-1.49884819160549,1.11373085271033,13.4446035769188,0.000245711937187406,0.00825898668266403
"ENSMUSG00000060188","Dsn1",1.6357149311669,3.08987982983066,15.204008684489,9.64983571585331e-05,0.00381297175252417
"ENSMUSG00000060201","Gm37264",-2.40536051168693,1.00187861313096,16.6114679250818,4.58728085191679e-05,0.00205457029793281
"ENSMUSG00000060568","Gm37993",-1.60834478194024,2.27074736545492,31.2253042857816,2.29751678642807e-08,2.49098451094375e-06
"ENSMUSG00000016349","Gm23087",-1.16563503523558,4.16182956201256,10.708704605,0.00106632661067573,0.0259369636272153
"ENSMUSG00000061451","Dhh",-1.10344826297046,3.13071154430244,21.7950888920721,3.03375683350747e-06,0.000194291567571134
"ENSMUSG00000061536","Gm14871",-1.06428798456669,5.69374223670471,31.4504887554553,2.04591105766989e-08,2.28095052278634e-06
"ENSMUSG00000061762","Snx1",-1.65485474488712,0.0423783042919153,13.0719237473847,0.000299755112351144,0.00963823807001029
"ENSMUSG00000061878","Gm19987",-1.36173860400826,1.97962314659864,15.7265537878526,7.31894759051658e-05,0.00308384377030747
"ENSMUSG00000062296","Bnip2",-1.18203600127025,2.97879201353107,18.8451266785601,1.41772853127013e-05,0.000743617434056468
"ENSMUSG00000062444","Gm12944",-1.06638105000873,3.78129386183118,14.2062592144194,0.000163824670073399,0.00596919356265391
"ENSMUSG00000062515","1810021B22Rik",-1.32693945255864,0.323254398782444,9.79112423976373,0.00175356219157585,0.0380709271409159
"ENSMUSG00000062591","Glb1",-1.46014105664422,5.08912414392206,22.803733238012,1.79416848065078e-06,0.000120385319828119
"ENSMUSG00000063142","Gm14845",-1.28898514694359,2.97203973096352,9.58749602216063,0.00195906932844278,0.0414199901653284
"ENSMUSG00000063796","Enkd1",1.29161375911643,7.22351666021594,39.0136207316159,4.20858951209839e-10,6.2884815222371e-08
"ENSMUSG00000063919","Gm41225",-1.0571660580525,2.38574723328624,13.0657538082438,0.000300744144399133,0.00965258417249274
"ENSMUSG00000063975","Gm33246",1.05326872130475,3.26493539157869,23.6131553610685,1.17779548588026e-06,8.47869697750485e-05
"ENSMUSG00000064179","Gm6174",-1.67243921477347,2.84919550808454,16.1825263088834,5.75222790228248e-05,0.00251922079631736
"ENSMUSG00000064246","Gm49489",-3.41898678398744,9.25261216832433,135.758266173112,2.25362593369164e-31,6.20633447712629e-28
"ENSMUSG00000064330","Gm48983",-1.15198023795324,3.72494871756447,16.3680014580449,5.21583919310438e-05,0.00231278894495234
"ENSMUSG00000017400","Gm23796",-1.47134434455438,2.70471319454697,15.4502654510038,8.47050450915331e-05,0.00343867672779121
"ENSMUSG00000017950","Mir412",1.67330872853437,3.47846675792584,53.8459632966483,2.16840146864185e-13,5.50804950198867e-11
"ENSMUSG00000017969","Gm25635",1.25142946369597,5.1063065027959,32.8786803050045,9.80931502474013e-09,1.19465363325277e-06
"ENSMUSG00000065952","5830426I08Rik",1.11411008507744,1.06887998035458,9.77848123551713,0.00176566099131112,0.0382161204593367
"ENSMUSG00000066189","Olfr314",-1.47628934822995,0.968141300079051,11.1050371565103,0.000860935642890473,0.022153830197157
"ENSMUSG00000066197","Gm7102",3.39998542534158,0.829320670900706,68.1746947337303,1.49633744438853e-16,6.18752932527267e-14
"ENSMUSG00000067158","Gm14835",1.19739009614372,6.80169824955663,29.4683582639352,5.68370939387051e-08,6.01559742454831e-06
"ENSMUSG00000067279","Tmem88",-1.53789153499815,4.70440704593124,12.8032736503259,0.000346013355432842,0.0109086231789918
"ENSMUSG00000067586","Sorbs2",-1.21627362209564,2.61742248827078,10.2078130041404,0.00139846915432965,0.0319206418910598
"ENSMUSG00000068323","Cyth4",1.02744215643381,9.3206178384733,19.0302580372718,1.28661980770425e-05,0.000691159722078225
"ENSMUSG00000001103","Gm24239",-1.18342549922321,2.06027799784781,14.035187956897,0.000179421473482743,0.00637185882255511
"ENSMUSG00000068696","Gm6764",-2.8834827488712,-0.00411071192976639,30.3379827693448,3.62948606318883e-08,3.88770431864823e-06
"ENSMUSG00000069227","4930583I09Rik",-1.51296561832508,1.74673998301049,14.5955310558002,0.00013323012244579,0.00506189061369358
"ENSMUSG00000018634","Gm22910",-2.4723850535582,-0.284715848552452,21.1398429439783,4.26958164392011e-06,0.000262792910322207
"ENSMUSG00000070337","Ly6e",-1.36918947837739,3.03590079602535,12.067383732199,0.000513116587314623,0.0149324485090692
"ENSMUSG00000070985","Btbd35f20",1.0693338965662,1.11109810766949,10.0223602809412,0.00154651158985281,0.0348082564293326
"ENSMUSG00000071347","Btbd35f17",-2.69957460881341,0.143552298091905,37.7162635177728,8.18195596138318e-10,1.16386687159483e-07
"ENSMUSG00000071537","Ifi35",-1.14796267548189,3.74932342517655,9.31487362282802,0.00227301056904436,0.0465303945339376
"ENSMUSG00000071553","Plxnb3",1.37422737669074,4.24640036520264,47.8959413228833,4.49451063774405e-12,9.09519128965577e-10
"ENSMUSG00000071637","Olfr918",-2.15868053579663,4.63460716317757,74.0727292206707,7.52913118722543e-18,3.52303899052777e-15
"ENSMUSG00000001131","Gm22642",-2.74163999038394,3.71842240004534,85.3410723887738,2.51093106176711e-20,1.59453090033146e-17
"ENSMUSG00000018862","Gm24043",-1.53679757235689,0.0531978819821623,10.7344847865477,0.00105157276340027,0.0257194158267128
"ENSMUSG00000072553","Gm28609",1.44763996219934,2.41791586047309,26.7352209162763,2.33329488728004e-07,2.10456949257236e-05
"ENSMUSG00000072769","Mannr",1.56871135463935,2.54332275184432,28.9948759078321,7.25700038169964e-08,7.29021038344641e-06
"ENSMUSG00000072944","Traj46",-3.07182958160344,1.03203005567857,40.7423607832835,1.73681075210802e-10,2.68541147680284e-08
"ENSMUSG00000073103","Gm44417",-1.57345077932762,0.479454094740887,12.0981469057362,0.000504719591110513,0.0147605576472632
"ENSMUSG00000073418","Rpl17-ps8",-2.10722346022323,7.18396724342015,54.299367345129,1.72157240569319e-13,4.43641723849719e-11
"ENSMUSG00000073433","4930526H09Rik",-1.62494705375916,1.69627810991839,21.4485113367792,3.63458089973599e-06,0.000228362130665037
"ENSMUSG00000073530","5031425F14Rik",1.51609839450988,0.723352429290807,12.5362819274481,0.00039912569483619,0.012257088048156
"ENSMUSG00000019122","Gm26228",-2.02442420625072,2.45507936735461,47.8929802011212,4.50130382706095e-12,9.09519128965577e-10
"ENSMUSG00000073964","Gm49926",3.2878086414232,-0.738550955707952,25.0120139324856,5.69742009336188e-07,4.62583683470629e-05
